//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 29 19:35:22 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 151 29OCT2025 19:35:22 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		567888.096	      80	      00	      08	    1680	    5157
		567888.096	      80	      02	      05	    1285	    3864
		567888.096	      80	      02	      06	     568	    1733
		567888.064	      80	      04	      02	    1614	    4827
		567888.064	      80	      04	      03	     753	    2146
		567888.112	      80	      01	      45	     954	    2904
		567888.112	      80	      01	      46	    1365	    4173
		567888.080	      80	      03	      40	    1482	    4597
		567888.080	      80	      03	      41	    1298	    4002
		567888.040	      80	      05	      34	    2272	    6740
		567888.040	      80	      05	      35	    2234	    6618
		573696.840	      81	      00	      19	     574	    1697
		577377.048	      82	      00	      08	     512	    1532
		577704.040	      83	      00	      12	     283	     783
		577704.040	      83	      00	      13	    1140	    3439
		603123.784	      84	      00	      25	    1172	    3499
		603123.784	      84	      00	      26	     913	    2746
		603123.784	      84	      02	      27	    1514	    4575
		603123.800	      84	      01	      41	    1960	    5962
		603123.768	      84	      03	      39	    1314	    4001
		629851.304	      85	      00	      24	    2049	    6305
		629851.304	      85	      00	      25	     277	     787
		629851.328	      85	      01	      10	    1947	    5977
		629851.328	      85	      01	      11	    2011	    6138
		629851.328	      85	      01	      12	    1252	    3845
		645750.392	      86	      00	      00	     700	    2102
		657263.448	      87	      00	      19	     591	    1751
		665626.112	      88	      00	      09	     686	    2058
		665862.128	      89	      00	      14	    1873	    5767
		665862.128	      89	      00	      15	     644	    1921
		668572.952	      90	      00	      27	     592	    1750
		674156.712	      91	      00	      19	     571	    1668
		676546.576	      92	      00	      23	    1536	    4570
		676546.576	      92	      00	      24	     717	    2162
		676546.568	      92	      02	      00	     122	     308
		676546.568	      92	      02	      19	     357	    1064
		676546.568	      92	      02	      20	    2113	    6462
		676546.536	      92	      04	      16	    1238	    3620
		676546.536	      92	      04	      17	    1113	    3244
		676546.592	      92	      01	      27	     829	    2523
		676546.592	      92	      01	      28	    1282	    3876
		676546.552	      92	      03	      24	     651	    1959
		676546.552	      92	      03	      25	    1633	    4974
		676546.520	      92	      05	      22	    2257	    6760
		676546.520	      92	      05	      23	     488	    1350
		678742.648	      93	      00	      26	     641	    1878
		681000.416	      94	      00	      07	    2043	    6307
		681000.416	      94	      00	      08	     811	    2480
		681000.416	      94	      02	      01	    1432	    4180
		681000.416	      94	      02	      02	    1237	    3720
		681000.432	      94	      01	      24	    1220	    3714
		681000.432	      94	      01	      25	     228	     728
		681000.400	      94	      03	      25	     649	    1942
		681000.400	      94	      03	      26	    1256	    3831
		682530.112	      95	      00	      04	    1217	    3680
		682530.136	      95	      01	      38	     827	    2587
		714179.528	      96	      00	      27	    1544	    4660
		714179.528	      96	      02	      17	    1320	    3924
		714179.528	      96	      02	      18	    1223	    3724
		714179.496	      96	      04	      07	    1477	    4362
		714179.496	      96	      04	      08	    2065	    6263
		714179.512	      96	      03	      18	    2077	    6340
		714179.512	      96	      03	      19	    1700	    5180
		714179.480	      96	      05	      19	    1187	    3511
		714179.480	      96	      05	      20	    1844	    5402
		725026.040	      97	      00	      07	    1057	    3234
		726235.176	      98	      00	      10	     782	    2341
		727698.048	      99	      00	      10	     619	    1827
		727698.048	      99	      00	      11	    1862	    5612
		727698.040	      99	      02	      08	    1035	    3134
